Customerorder nummer,klantnr,AAR nummer,RR code laden,RR code lossen,Laden van,Laden tot,Lossen van,Lossen tot,Operator,Logistieke service,Laadpartij,Laadstraat,Laadhuisnummer,Laadpostcode,Laadplaats,Laadland,Lospartij,Postcode laden,Land laden,Postcode lossen,Plaats lossen,TIS code lossen,OldName,Collectiedagen,rc_large_scheduled,Uitvoeringsdagen,rc_large_pickup_min,rc_large_pickup_median,rc_large_pickup_q95,rc_large_pickup_max,DropOffTime_min,DropOffTime_median,DropOffTime_max,dropoff_date,order_number,Transporthulpmiddeltype,DropOffTime2,Order_ID,AdresID,lat_laden,lon_laden,laadtijd_t,lostijd_t,RCP_equiv_ordered,RCP_equiv_realised,Pakketten_realised,HBR,ColloData_Klant_Naam,Accountnummer,postal_code__c,house_number__c,total,NMG,ALM,AME,AMS,APE,ARD,BOR,BRE,AL,HER,DEN,DTD,DOR,ELT,GOE,HAL,HEN,HGV,KOL,LEE,NAM,NIE,OEV,OPM,RID,SAS,SNI,STT,SON,TIL,UTR,VEN,VIL,WVN,WZN,WIL,WML,ZWO,MECH,ASN,%WEST,%OOST,%ZUID,%BE,Vulgraad,Pakketten_NMG
C3172003945,10697992,34039,4004JA11E,3439JG4D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,EM WORKWEAR BV,STEPHENSONSTRAAT,11,4004JA,TIEL,NL,DEPOT NIEUWEGEIN,4004JA,NL,3439JG,NIEUWEGEIN,NIWG-MO,NIE,0,3,0,2,2,2,2,152,152,152,{'2022-05-23'},D108856880,{'RCP'},{'2022-05-23 19:00:00+02:00'},C3172003945,4004JA_STEPHENSONSTRAAT_11_TIEL_NL,51.9117907,5.4265916,146,160,3,2,56,10697992,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,28.79,1
C3171815367,1094497,52101,5342PX7K,5222AL4D,22:00:00,22:30:00,22:00:00,23:30:00,TransportBV,75,KAMPERT-NAUTA BV,GRIEKENWEG,7,5342PX,OSS,NL,DEPOT DEN BOSCH,5342PX,NL,5222AL,DEN BOSCH,HT-KK,HER,0,24,0,7,7,7,7,166,166,166,{'2022-05-23'},D108855182,{'RCP'},{'2022-05-23 22:42:00+02:00'},C3171815367,5342PX_GRIEKENWEG_7_OSS_NL,51.7542064,5.5537658,166,170,24,7,25,10475868,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,3.68,1
C3164061013,2794,646109,HRL-IDCR,6121RE107D,17:30:00,18:00:00,17:30:00,18:45:00,TransportBV,71,Heerlen-In de Cramer,IN DE CRAMER,12,6411RS,HEERLEN,NL,DEPOT BORN,6411RS,NL,6121RE,BORN,BORN-HN,BOR,0,24,0,24,24,24,24,149,149,149,{'2022-05-23'},D108854966,{'RCB'},{'2022-05-23 18:21:00+02:00'},C3164061013,6411RS_IN DE CRAMER_12_HEERLEN_NL,50.8952072,5.9572846,148,151,24,24,632,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,16
C2742048373,9288434,416-ND WY,5047RM4C,1358CD10D,15:30:00,16:00:00,15:30:00,18:00:00,TransportBV,75,COOLBLUE [TILBURG],ASTERIASTRAAT,4,5047RM,TILBURG,NL,DEPOT ALMERE,5047RM,NL,1358CD,ALMERE,ALR-WV,ALM,0,48,0,45,45,45,45,153,153,153,{'2022-05-23'},D108858076,{'RCP'},{'2022-05-23 19:20:00+02:00'},C2742048373,5047RM_ASTERIASTRAAT_4_TILBURG_NL,51.6048802,4.9909316,140,148,48,45,951,9288434,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,21.66,24
C2736510540,0,RTL 413401,CL-PW,3439JG4D,18:00:00,18:30:00,18:00:00,19:30:00,TransportBV,61,BUPO CULEMBORG (GAMMA),PARALLELWEG WEST,5,4104AX,CULEMBORG,NL,DEPOT NIEUWEGEIN,4104AX,NL,3439JG,NIEUWEGEIN,NIWG-MO,NIE,0,9.43,0,7.71,7.71,7.71,7.71,149,149,149,{'2022-05-23'},D108858002,{'RCB'},{'2022-05-23 18:29:00+02:00'},C2736510540,4104AX_PARALLELWEG WEST_5_CULEMBORG_NL,51.9479608,5.2239028,150,154,9.43,7.71,203,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,5
C2776311335,9102961,2913,3115JG7M,2988CK21D,20:45:00,21:15:00,20:45:00,22:45:00,TransportBV,75,MAINPRESS BV,JAN VAN GALENSTRAAT,7,3115JG,SCHIEDAM,NL,DEPOT RIDDERKERK,3115JG,NL,2988CK,RIDDERKERK,RD-S,RID,0,12,0,6,6,6,6,162,162,162,{'2022-05-23'},D108854561,{'RCP'},{'2022-05-23 21:43:00+02:00'},C2776311335,3115JG_JAN VAN GALENSTRAAT_7_SCHIEDAM_NL,51.907647,4.3751133,161,167,12,6,222,9102961,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,37.89,6
C2766379038,10687865,34041,3905PW8D,3815KP8D,17:00:00,17:30:00,17:00:00,21:00:00,TransportBV,75,DUSTIN NETHERLANDS BV,STANDAARDRUITER,8,3905PW,VEENENDAAL,NL,DEPOT AMERSFOORT,3905PW,NL,3815KP,AMERSFOORT,AMF-WT,AME,0,8,0,3.5,3.5,3.5,3.5,149,149,149,{'2022-05-23'},D108855158,"{'PEU', 'RCP'}",{'2022-05-23 18:15:00+02:00'},C2766379038,3905PW_STANDAARDRUITER_8_VEENENDAAL_NL,52.0386784,5.5440297,146,160,8,3.5,33,10687865,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,9.56,1
C2726577066,10791600,3884,3846BX42M,3815KP8D,16:15:00,16:45:00,16:15:00,21:00:00,TransportBV,75,Morgen is Nu B.V.,DALTONSTRAAT,42,3846BX,HARDERWIJK,NL,DEPOT AMERSFOORT,3846BX,NL,3815KP,AMERSFOORT,AMF-WT,AME,0,3,0,2,2,2,2,147,147,147,{'2022-05-23'},D108857329,{'RCP'},{'2022-05-23 17:50:00+02:00'},C2726577066,3846BX_DALTONSTRAAT_42_HARDERWIJK_NL,52.3654401,5.6421102,143,160,3,2,59,10791600,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,30,1
C2687235977,1107,303309,RT-GSW,3316BZ2D,17:00:00,17:30:00,17:00:00,18:15:00,TransportBV,71,Rotterdam-Giessenweg,GIESSENWEG,34,3044AL,ROTTTERDAM,NL,DEPOT DORDRECHT,3044AL,NL,3316BZ,DORDRECHT,DDT-ZS,DOR,0,48,0,44.86,44.86,44.86,44.86,148,148,148,{'2022-05-23'},D108854962,{'RCB'},{'2022-05-23 18:01:00+02:00'},C2687235977,3044AL_GIESSENWEG_34_ROTTTERDAM_NL,51.9252371,4.4246382,146,149,48,44.86,1181,1109,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,30
C2667331771,8299,RTL 403501,4004JV26K,3542AR7D,12:00:00,15:00:00,12:00:00,19:00:00,TransportBV,61,BUPO TIEL (KARWEI),SIMON STEVINSTRAAT,26,4004JV,TIEL,NL,DEPOT UTRECHT,4004JV,NL,3542AR,UTRECHT,UT-SOP,UTR,0,6,0,8,8,8,8,127,127,127,{'2022-05-23'},D108854923,{'RCP'},{'2022-05-23 12:45:00+02:00'},C2667331771,4004JV_SIMON STEVINSTRAAT_26_TIEL_NL,51.915585,5.4256966,136,152,6,6,158,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,4
C2645452096,10573182,11106,1424NW35G,1165AA10D,20:00:00,20:30:00,20:00:00,21:30:00,TransportBV,75,GARDEN MARKET PLACE,NOORDDAMMERWEG,35,1424NW,DE KWAKEL,NL,DEPOT HALFWEG,1424NW,NL,1165AA,HALFWEG,HW-LN,HAL,0,4,0,5,5,5,5,160,160,160,{'2022-05-23'},D108857454,{'RCP'},{'2022-05-23 21:00:00+02:00'},C2645452096,1424NW_NOORDDAMMERWEG_35_DE KWAKEL_NL,52.2540289,4.8018959,158,162,4,4,117,10573182,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,30,3
C2720872728,1033552,6652,6921RZ83A,6662NG2D,16:30:00,17:00:00,16:30:00,19:00:00,TransportBV,75,ATAG PELGRIM HOME,IMPACT,83,6921RZ,DUIVEN,NL,DEPOT ELST,6921RZ,NL,6662NG,ELST,ELT-N,ELT,0,10.5,0,7.5,7.5,7.5,7.5,148,148,148,{'2022-05-23'},D108854562,{'PEU'},{'2022-05-23 18:14:00+02:00'},C2720872728,6921RZ_IMPACT_83_DUIVEN_NL,51.9650355,6.0113573,144,152,10.5,7.5,127,1033552,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,17.34,3
C2698267182,10352961,96v46,9723BK103C,9615TP2D,18:00:00,18:30:00,18:00:00,21:00:00,TransportBV,75,COOKINGLIFE BV,OSLOWEG,103,9723BK,GRONINGEN,NL,DEPOT KOLHAM,9723BK,NL,9615TP,KOLHAM,KHM-O,KOL,0,20,0,20,20,20,20,151,151,151,{'2022-05-23'},D108856877,{'RCP'},{'2022-05-23 18:53:00+02:00'},C2698267182,9723BK_OSLOWEG_103_GRONINGEN_NL,53.2108495,6.5967098,150,160,20,20,559,10352961,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,28.64,14
C2907685560,43236,RC mail 3 VL-PO,VL-PO,5928SC66D,20:00:00,20:30:00,20:00:00,22:00:00,Overig,61,DEPOT VENLO,POPEWEG,66,5928SC,VENLO,NL,DEPOT VENLO,5928SC,NL,5928SC,VENLO,VL-PO,VEN,0,48,0,48,48,48,48,156,156,156,{'2022-05-23'},D108858593,{'RCB'},{'2022-05-23 20:00:00+02:00'},C2907685560,5928SC_POPEWEG_66_VENLO_NL,51.4089151,6.0994531,158,164,48,48,1264,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,32
C2900648376,9288434,BEL 2801 WL,5047RM4C,B2830WIL21,0:00:00,0:30:00,0:00:00,2:30:00,TransportBV,75,COOLBLUE [TILBURG],ASTERIASTRAAT,4,5047RM,TILBURG,NL,DEPOT WILLEBROEK (B),5047RM,NL,2830,WILLEBROEK,TPB-WB,WIL,0,48,1,17,17,17,17,181,181,181,{'2022-05-24'},D108895914,{'RCP'},{'2022-05-24 02:16:00+02:00'},C2900648376,5047RM_ASTERIASTRAAT_4_TILBURG_NL,51.6048802,4.9909316,174,182,48,17,359,9288434,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,21.66,9
C2915974742,3845,RT935101COR,LEK-L,9615TP2D,17:00:00,18:00:00,17:00:00,21:00:00,TransportBV,61,BUPO LEEK (PROKAN),LORENTZPARK,2,9351VJ,LEEK,NL,DEPOT KOLHAM,9351VJ,NL,9615TP,KOLHAM,KHM-O,KOL,0,18,0,14.57,14.57,14.57,14.57,151,151,151,{'2022-05-23'},D108856642,{'RCB'},{'2022-05-23 18:45:00+02:00'},C2915974742,9351VJ_LORENTZPARK_2_LEEK_NL,53.1818946,6.3768473,148,160,18,14.57,384,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,10
C2920609979,3480,808033,ZL-SCB-BUBA,8013RJ1D,19:00:00,20:00:00,19:00:00,20:15:00,TransportBV,71,Zwolle-SCB-Buba,ANTHONY FOKKERSTRAAT,2,8013NS,ZWOLLE,NL,DEPOT ZWOLLE,8013NS,NL,8013RJ,ZWOLLE,ZL-NK,ZWO,0,48,0,48,48,48,48,155,155,155,{'2022-05-23'},D108856670,{'RCB'},{'2022-05-23 19:55:00+02:00'},C2920609979,8013NS_ANTHONY FOKKERSTRAAT_2_ZWOLLE_NL,52.4970268,6.121509587,156,157,48,48,1264,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,32
C2828739512,96636,444410,GS-VST,4462HB62D,18:45:00,19:15:00,18:45:00,19:30:00,TransportBV,71,Goes-Verrijn Stuartweg,VERRYN STUARTWEG,5,4462GE,GOES,NL,DEPOT GOES,4462GE,NL,4462HB,GOES,GS-CO,GOE,0,48,0,47.14,47.14,47.14,47.14,154,154,154,{'2022-05-23'},D108854907,{'RCB'},{'2022-05-23 19:38:00+02:00'},C2828739512,4462GE_VERRYN STUARTWEG_5_GOES_NL,51.4943275,3.8777977,153,154,48,47.14,1241,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,31
C2828615312,10191302,1130,1521AX5V,1165AA10D,16:30:00,17:00:00,16:30:00,21:00:00,TransportBV,75,VANILIA THE SHOPS [WORMERVEER],ZAANDIJKERWEG,5,1521AX,WORMERVEER,NL,DEPOT HALFWEG,1521AX,NL,1165AA,HALFWEG,HW-LN,HAL,0,3,0,1,1,1,1,154,154,154,{'2022-05-23'},D108856979,{'RCP'},{'2022-05-23 19:30:00+02:00'},C2828615312,1521AX_ZAANDIJKERWEG_5_WORMERVEER_NL,52.4856353,4.8091532,144,160,3,1,141,10191302,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,144.66,4
C2807620698,10481492,1049,1062HJ17P,1114AN150D,17:45:00,18:15:00,17:45:00,19:30:00,TransportBV,75,AFS Postshop,KONINGIN WILHELMINAPLEIN,17,1062HJ,AMSTERDAM,NL,DEPOT AMSTERDAM ZUIDOOST,1062HJ,NL,1114AN,AMSTERDAM,ASD-JOA,AMS,0,24,0,17,17,17,17,148,148,148,{'2022-05-23'},D108854587,{'RCP'},{'2022-05-23 18:00:00+02:00'},C2807620698,1062HJ_KONINGIN WILHELMINAPLEIN_17_AMSTERDAM_NL,52.3540254,4.8410752,149,154,24,17,270,1043111,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,16.27,7
C2857427475,9288434,450-ZD WL,5047RM4C,5048AD82D,0:00:00,0:30:00,0:00:00,0:55:00,TransportBV,75,COOLBLUE [TILBURG],ASTERIASTRAAT,4,5047RM,TILBURG,NL,DEPOT TILBURG,5047RM,NL,5048AD,TILBURG,TB-LE,TIL,0,48,1,45,45,45,45,176,176,176,{'2022-05-23'},D108892295,{'RCP'},{'2022-05-24 01:05:00+02:00'},C2857427475,5047RM_ASTERIASTRAAT_4_TILBURG_NL,51.6048802,4.9909316,174,175,48,45,951,9288434,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,21.66,24
C3714297952,10791187,ZB 59100,B2430LAA1,5928SC66D,20:30:00,21:00:00,20:30:00,21:00:00,Zelfbrenger,90,Nike European Operations Netherlands B.V.,NIKELAAN,1,2430,LAAKDAL,BE,DEPOT VENLO,2430,BE,5928SC,VENLO,VL-PO,VEN,0,48,0,20.4,20.4,20.4,20.4,159,159,159,{'2022-05-23'},D108858409,{'LLO'},{'2022-05-23 20:50:00+02:00'},C3714297952,2430_NIKELAAN_1_LAAKDAL_BE,51.0985066,5.096950863,160,160,48,20.4,597,10560244,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,30,15
C3274251658,10514548,ZB 7302,P72-100,7333NR35D,12:00:00,20:00:00,12:00:00,20:00:00,Zelfbrenger,75,BESTSELLERS HANDELS BV c/o INGRAM MICRO [PL],PROSTA,40,72-100,LOZIENICA,PL,DEPOT APELDOORN,72-100,PL,7333NR,APELDOORN,AP-OAW,APE,0,49.5,0,7.5,7.5,7.5,7.5,114,114,114,{'2022-05-23'},D108858479,{'PEU'},{'2022-05-23 09:30:00+02:00'},C3274251658,72-100_PROSTA_40_LOZIENICA_PL,53.54646715,14.79490726,156,156,49.5,7.5,810,10536256,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,110.71,20
C3690569047,804,242124,GV-L-OVP,2171TX2D,17:15:00,17:45:00,17:15:00,18:15:00,TransportBV,71,s-Gravenhage-Loire (OVP),LOIRE,1,2491AN,'S-GRAVENHAGE,NL,DEPOT SASSENHEIM,2491AN,NL,2171TX,SASSENHEIM,SSH-E,SAS,0,48,0,48,48,48,48,150,150,150,{'2022-05-23'},D108855232,{'RCB'},{'2022-05-23 18:30:00+02:00'},C3690569047,2491AN_LOIRE_1_'S-GRAVENHAGE_NL,52.0701423,4.3959746,147,149,48,48,1264,,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,27,32
C3768816766,4304466,96101,9723BJ75C,9615TP2D,21:00:00,21:30:00,21:00:00,22:15:00,TransportBV,75,CHRIS RUSSELL ACTIEMARKETING,OSLOWEG,75,9723BJ,GRONINGEN,NL,DEPOT KOLHAM,9723BJ,NL,9615TP,KOLHAM,KHM-O,KOL,0,5,0,8,8,8,8,163,163,163,{'2022-05-23'},D108857800,{'RCP'},{'2022-05-23 21:54:00+02:00'},C3768816766,9723BJ_OSLOWEG_75_GRONINGEN_NL,53.21170025,6.597420456,162,165,5,5,237,4304466,,,,,,0.024655711,0.033958846,0.036418345,0.032867708,0.03618284,0.016317322,0.030689028,0.02948655,0.010496571,0.033760391,0.032242269,0.015716271,0.032544096,0.032917583,0.028644976,0.029695817,0.030070726,0.031541333,0.026803028,0.027620348,0.005469907,0.03588874,0.012409536,0.031391493,0.033463447,0.03070644,0.014294787,0.017009029,0.030230654,0.029337917,0.028047708,0.029746416,0.019828494,0.031833368,0.033165752,0.020177835,0.020402743,0.028621689,,,29.4,32,24.4,14.2,48.54,6
